tag_id,tag_name_kor,tag_name_eng,tag_description
256,차례 순서 : 패스 순서,Turn Order : Pass Order,"자신의 차례에, 플레이어들은 행동하거나 패스를 선언할 수 있습니다. 가장 먼저 패스를 선언한 플레이어가 다음 라운드의 시작 플레이어가 됩니다. 다음으로 패스를 선언한 플레이어는 다음 라운드의 두 번째 플레이어가 됩니다. 이렇게 패스를 선언한 순서대로 다음 라운드의 순서를 결정합니다. 후순위 플레이어가 더 유리할 때는, 패스 순서와 차례 순서를 뒤집는 것도 가능합니다."
257,차례 순서 : 순서 진행,Turn Order : Progressive,"한 플레이어가 시작 플레이어 토큰을 가집니다. 라운드가 끝날 때, 토큰이 왼쪽 플레이어에게 넘어갑니다. 그 플레이어가 다음 라운드의 시작 플레이어가 됩니다. 라운드 중에 플레이어들은 시계 방향 순서대로 차례를 가집니다.반시계 방향으로 순서가 진행될 때는 ""역순서 진행""라고 부릅니다. 해당 방법도 이 메커니즘에 포함됩니다."
258,차례 순서 : 무작위,Turn Order : Random,"게임 말이나 플레이어를 표시하는 물건을 무작위로 섞은 후, 차례를 진행할 때 하나를 뽑습니다. 그 플레이어 또는 말이 차례를 진행합니다. 그러고 나서 (차례를 마치면) 새로 뽑습니다."
259,차례 순서 : 역할 순서,Turn Order : Role Order,"플레이어들은 비밀리에, 그리고 동시에 행동, 역할, 우선권을 선택합니다. 그리고 이를 공개하고, 공개된 행동이나 역할에 따라 어떤 플레이어가 먼저 행동할지를 결정합니다."
260,차례 순서 : 능력치 기반,Turn Order : Stat-Based,"각 라운드의 차례 순서는 게임 내에서 플레어어들의 자원 또는 위치에 기반하여 결정됩니다. 일반적인 방법은 현재 점수 순서에 따라 차례 순서를 결정하는 것입니다(""일등 따라잡기(Catch the Leader)"" 메커니즘처럼)."
261,가변적 단계 순서,Variable Phase Order,"가변적 단계 순서는 차례가 이전 또는 이후와 같은 방법으로 진행되지 않을 수 있다는 것을 의미합니다.푸에르토 리코에서 대표적으로 이 방법을 사용합니다. 매 차례는 서로 다릅니다. 누가 어떤 역할을 선택하기 시작하는지, 어떤 역할을 맡는지에 따라, 여러분은 ""건설"" 행동을 원하는 것보다 더 빨리 수행해야 할 수도 있습니다. 어떤 게임에서는, 특정 행동을 수행하는 것이 거부될 수도 있습니다.행동이 제한되고 게임의 차례 순서가 정해져있지 않은 대부분의 게임은 이 메커니즘에 해당합니다만, 단순히 차례 순서가 변한다고 이 메커니즘 게임인 것은 아닙니다."
262,가변적 플레이어 능력,Variable Player Powers,"각 플레이어들은 각자 자신만 사용할 수 있거나, 기본 행동을 개선할 수 있는 특별한 행동을 가집니다."
263,가변적 준비,Variable Set-up,"게임 시작 상황이 매 게임마다 바뀝니다. 지도같은 공용 게임 구성물을 바꾸거나, 자원이나 목표같은 플레이어들의 시작 구성 등이 바뀔 수 있습니다."
264,승점을 자원으로 사용,Victory Points as a Resource,승점을 게임 상황에 영향을 미치는 통화로서 사용할 수 있습니다.
265,투표,Voting,플레이어들은 제안된 행동의 발생 여부에 대해서 투표합니다.
266,일꾼 놓기,Worker Placement,"일꾼 놓기는 ""행동 드래프트(Action Drafting)""를 양식화한 형태로, 플레이어들이 모든 플레이어들이 사용가능한 여러 행동 가운데 자신의 토큰(보통 미플(meeple)을 사용)을 원하는 행동 장소에 놓고 해당 행동을 발동하는 형태의 메커니즘을 말합니다. 보통 차례 순서대로 한 번씩 돌아가며 말을 놓습니다. 일부 게임들은 같은 효과를 반대 방향으로 얻기도 합니다. 각 차례가 플레이어들이 비용을 내고 놓은 마커들에 의해 행동칸들이 채워져 있는 것입니다. 각 플레이어들은 제한된 숫자의 마커를 가지고 이 과정에 참여합니다. 게임 중간에 이 숫자를 늘릴 수 있기도 합니다."
267,주사위로 일꾼 놓기,Worker Placement with Dice Workers,일꾼들이 그 눈금에 따라 게임에 영향을 미치는 주사위로 표시됩니다.
268,다양한 타입의 일꾼 놓기,"Worker Placement, Different Worker Types","각 일꾼들이 여러 능력을 가지고, 향상되거나 격하되기도 하며, 종류에 따라 서로 다른 구역이나 건물에 놓일 수 있습니다."
269,통제 범위,Zone of Control,특정 칸에 인접한 유닛은 그 칸에서 상대 유닛이 이동 또는 공격 능력을 발휘하는데 영향을 줍니다.
